id,file_name,SVtotal_mean,SVtotal_stddev,SVtotal_max,SVtotal_min,Ax_mean,Ax_stddev,Ax_max,Ax_min,Ay_mean,Ay_stddev,Ay_max,Ay_min,Az_mean,Az_stddev,Az_max,Az_min,is_fall
0,Data/Raw/Fall/Train/fall-01-acc.csv,1.114738679119171,0.4987370445876565,6.75458656,0.3742429,0.1635285876683938,0.38298862037720716,1.29111243,-2.96076448,0.4101095158549223,0.6123837432144579,6.21532091,-0.31884778,0.5440091907772021,0.6947840381305013,2.30808455,-1.23657914,True
1,Data/Raw/Fall/Train/fall-02-acc.csv,1.1181658401538461,0.5343391645343242,6.26386125,0.34728575,0.340904852,0.25887944578766175,0.95924544,-1.52545818,0.543390387076923,0.6245394918609329,6.01290907,-0.15549356,0.32297462353846157,0.7540802009415166,1.46994231,-2.01306438,True
2,Data/Raw/Fall/Train/fall-03-acc.csv,1.0746438844761905,0.26085746150851263,3.39753928,0.65238564,0.22636344244444442,0.2593300666938747,1.10786093,-1.16534197,0.38363579069841264,0.489280591255083,2.64339058,-0.27070127,0.6217262680952381,0.5771595079898595,2.20073749,-1.21889267,True
3,Data/Raw/Fall/Train/fall-04-acc.csv,1.1662885969230767,0.6876196851007215,5.78712651,0.36659592,0.28137530401709404,0.3009708022724629,0.97594933,-0.99117935,0.751817813076923,0.7157155997611453,5.78642397,0.19209473,-0.08668554666666667,0.7644654028858944,0.91748572,-2.900827,True
4,Data/Raw/Fall/Train/fall-05-acc.csv,1.1701811441052634,0.8615703188631478,11.40126517,0.52909804,0.18178796826315785,0.7378828105339351,8.01025214,-3.43535147,0.3601640504736842,0.6408304391113258,8.01909538,-1.09484172,0.40900482831578944,0.9121082592927301,1.98899112,-2.89935312,True
5,Data/Raw/Fall/Train/fall-06-acc.csv,1.21956544453125,0.8030006542378234,8.88852042,0.29133601,0.378140448515625,0.7372370343006464,6.3963616,-1.21250589,0.6433895457031251,0.5698049248975953,6.12516904,-0.78360895,-0.12878729773437503,0.835238129610695,1.17737859,-3.34937557,True
6,Data/Raw/Fall/Train/fall-07-acc.csv,1.1765762585763888,0.8772853527648922,10.74116753,0.51354287,-0.4421327915277778,0.6527162507071459,5.1145837,-7.38557579,-0.27009654302083336,0.7049866180434189,0.67527931,-8.04930976,0.24309601527777774,0.9524020498358506,2.13834355,-6.50788463,True
7,Data/Raw/Fall/Train/fall-08-acc.csv,1.104985149826087,0.4777853765435264,5.30167853,0.28327308,-0.3560577246956521,0.5738630567361961,1.08378768,-1.00911147,0.710626623652174,0.495352295660742,4.36192607,0.04274231,0.2029266297391304,0.4543558541166046,2.81190335,-0.6168157,True
8,Data/Raw/Fall/Train/fall-10-acc.csv,1.091092130086207,0.385066554891248,2.91619087,0.0756229,0.503751032413793,0.2065379611968104,1.36996462,-0.00712372,-0.36908227284482753,0.27179603817693015,0.13412241,-1.73867842,0.8260611436206896,0.33523539801441343,2.66009447,-0.23188929,True
9,Data/Raw/Fall/Train/fall-11-acc.csv,1.1136249138607595,0.5107861799197972,6.77522038,0.37553942,-0.32693542354430377,0.5287339132396841,1.42695436,-1.49941976,0.3016323884177215,0.6087564567749647,6.19517799,-0.5227335,0.32753554462025314,0.7427826635815742,1.6536851,-2.70652145,True
10,Data/Raw/Fall/Train/fall-12-acc.csv,1.1410396331884058,0.664348798387803,8.4470677,0.67648881,-0.5276535246376811,0.42476846969834786,0.66692737,-3.12215354,0.612262358115942,0.6912140117475544,7.51257448,-1.48369846,-0.06337652333333334,0.6576711319929065,1.66301963,-2.27295725,True
11,Data/Raw/Fall/Train/fall-14-acc.csv,1.178313001,0.9415098940454407,7.59822234,0.31200907,-0.21462392964285723,0.7077589664835034,0.39671738,-5.37152883,0.26562694128571435,0.9738487164150776,5.47101523,-0.5173293,0.6073408032142856,0.5887022422978003,4.25998321,-1.47067925,True
12,Data/Raw/Fall/Train/fall-15-acc.csv,1.3005354693137252,0.8841293833837145,8.08254571,0.45885411,0.5151774900490195,0.825648818897399,8.00828698,-0.25669948,0.3943199336764705,0.7317191417777829,1.95312689,-4.32778135,0.19226813029411766,0.8967618466240466,1.41172434,-3.7328281,True
13,Data/Raw/Fall/Train/fall-16-acc.csv,1.1128084760897436,0.7790698919401254,8.36039576,0.10970895,-0.3013817601923077,0.753190400611411,0.36699429,-6.50444559,0.22973359903846152,0.7439896841644127,5.23912594,-0.71703904,0.502757482371795,0.5775245895283434,4.13544098,-2.37293495,True
14,Data/Raw/Fall/Train/fall-18-acc.csv,1.1488027211034482,0.6753707914539393,8.12300444,0.11969917,0.5933862063448276,0.7524324094622872,7.57521407,-0.02628406,0.024874565793103445,0.4473732628440457,1.28963856,-2.82197481,0.32137369399999993,0.748042276105143,1.23878995,-2.24176028,True
15,Data/Raw/Fall/Train/fall-19-acc.csv,1.2638343561187213,0.8623087184703149,8.15691795,0.25469973,-0.26816630333333336,0.7879474633662777,1.50064799,-6.43001503,0.5288297646575342,0.7929784865081945,7.54229758,-3.01284132,0.14563970378995442,0.8508874479525976,1.65540462,-2.38054995,True
16,Data/Raw/Fall/Train/fall-20-acc.csv,1.1355880383333334,0.6163880044333417,8.23453508,0.17739564,-0.6029005510852714,0.39825220485970014,0.66913818,-3.23686996,0.564342786124031,0.6557473922295762,8.01123472,-1.39600303,0.01722088794573645,0.633229415971037,2.3483704,-1.92414073,True
17,Data/Raw/Fall/Train/fall-21-acc.csv,1.1726836786875001,0.8197927189271212,8.36927989,0.36996234,-0.29023008656250004,0.559179673984261,1.62297942,-3.60337295,0.5552323873124999,0.7527971108835273,8.01246295,-0.14149177,0.1739292539375,0.866650956255677,1.48541797,-3.82641901,True
18,Data/Raw/Fall/Train/fall-23-acc.csv,1.1717207443693693,0.590768271712609,7.17866199,0.2122152,-0.2367845,0.4373328730854571,0.81505157,-4.13544098,-0.6020028364414414,0.6468161583241784,0.48711491,-5.67784869,0.22050440324324327,0.8057963487065142,1.71509646,-1.97597192,True
19,Data/Raw/Fall/Train/fall-24-acc.csv,1.1493247672123894,0.5184729950902213,6.9336373,0.15790359,0.2296089226106195,0.36161849850256916,0.67945529,-1.3682451,0.2668720315929203,0.7624121274974084,5.12686597,-0.83863353,0.7461784565044248,0.4470388011976053,4.59602617,-1.36161267,True
20,Data/Raw/Fall/Train/fall-26-acc.csv,1.1741661317857144,0.709328589231793,8.53372269,0.21944169,-0.2710133442857143,0.5546018810513231,0.50013411,-4.55844242,0.4941421210714286,0.862370418239402,6.57101551,-1.14151436,0.19275020607142856,0.6935564639322268,2.2353735,-2.97771402,True
21,Data/Raw/Fall/Train/fall-27-acc.csv,1.1156984070242213,0.634436105736012,5.88556816,0.15681205,0.2057412302422145,0.5705455595470552,2.60113956,-0.46205907,0.5683461984775087,0.6492999163577257,5.3567901,-0.34414926,0.4468817538062283,0.5809384798435293,1.31788778,-2.36065267,True
