id,file_name,SVtotal_mean,SVtotal_stddev,SVtotal_max,SVtotal_min,Ax_mean,Ax_stddev,Ax_max,Ax_min,Ay_mean,Ay_stddev,Ay_max,Ay_min,Az_mean,Az_stddev,Az_max,Az_min,is_fall
0,Data/Raw/ADL/Train/adl-01-acc.csv,1.028018181373494,0.15657971213174707,1.474426443,0.6974161720000001,0.034284803056224895,0.13019191950562362,0.38836544,-0.320321653,-0.35436377040963857,0.3323255594386856,0.126998692,-1.070031535,0.8866892763373494,0.20386620572948072,1.464292465,0.49301039700000004,False
1,Data/Raw/ADL/Train/adl-02-acc.csv,1.018103440362776,0.15022688894854536,1.546876339,0.614151378,0.20398335309463725,0.28551331063463287,0.84403773,-0.234345749,-0.24568650965615144,0.25693060265846823,0.163599863,-1.0118135659999998,0.8685472559842272,0.2362125359091205,1.4404648580000001,0.2989505,False
2,Data/Raw/ADL/Train/adl-03-acc.csv,1.0388079706794424,0.16186582242432918,1.771360438,0.6084250760000001,0.09139123030313588,0.1524676853710062,0.418334184,-0.219361378,-0.3216269120766551,0.23837819270815536,0.103908021,-0.8796563190000001,0.9387901093135889,0.1800821622809912,1.756610538,0.43479242799999995,False
3,Data/Raw/ADL/Train/adl-04-acc.csv,1.0751988638347107,0.15746749393994236,1.5327827040000002,0.672452047,0.2658533297024793,0.3037622917081317,0.839861758,-0.145176455,-0.5333845599008264,0.38665314346399393,0.063622169,-1.152568403,0.5138110846280992,0.5675607496294848,1.500402345,-0.468691499,False
4,Data/Raw/ADL/Train/adl-05-acc.csv,1.0491075870707396,0.15603922898896688,1.541192193,0.692663038,0.2966938792926045,0.3114970830610784,0.969808195,-0.173180035,-0.4154369891832798,0.34092390780401804,0.143211291,-1.063153463,0.7212418657202572,0.36323839381528095,1.52545818,-0.017686471999999998,False
5,Data/Raw/ADL/Train/adl-06-acc.csv,1.0425421691499999,0.15884489068952695,1.5493961619999999,0.549515492,0.08273338403947365,0.31162982649199306,0.760272636,-0.319584717,-0.39657969418947364,0.3679331881123837,0.07811525,-1.187941346,0.7294622330052632,0.429456912679483,1.5274233430000002,-0.359624924,False
6,Data/Raw/ADL/Train/adl-08-acc.csv,1.0232651458035087,0.13204951468438234,1.52882412,0.660887862,0.049472129603508753,0.12293761962860661,0.493747334,-0.298459209,-0.2838506316912281,0.31701870025162415,0.45149631799999995,-1.3623496080000002,0.9107015931438596,0.19228172898893614,1.333363446,0.157950018,False
7,Data/Raw/ADL/Train/adl-09-acc.csv,1.0133220684538462,0.11858415427648625,1.432774886,0.6770450440000001,0.06650755796538461,0.13376852948493934,0.436266301,-0.152300173,-0.3483819207538462,0.31109243554986116,0.125279174,-1.063644753,0.8759291219730768,0.18352863605349456,1.386422861,0.430125165,False
8,Data/Raw/ADL/Train/adl-10-acc.csv,1.03617215714862,0.14891458014580392,1.57589719,0.646846947,0.1804998517622081,0.21111391350676792,0.70401983,-0.28298354600000003,-0.02191146888959664,0.6493074596976672,1.2161905709999998,-1.1896608640000002,0.6509301655583865,0.4173741199219526,1.529388507,-0.303372118,False
9,Data/Raw/ADL/Train/adl-11-acc.csv,1.028624216857143,0.135804526448164,1.58172306,0.553654577,0.2905817945692964,0.3607791892422319,1.169763583,-0.183251498,-0.08591043332622599,0.43662243083270597,0.8305272309999999,-1.109334805,0.7671858000191898,0.275906584522283,1.5682004859999998,0.014738726,False
10,Data/Raw/ADL/Train/adl-12-acc.csv,1.0329031675863194,0.11269383460479128,1.369275407,0.5793013229999999,-0.03966813782410422,0.4217186304040319,0.419316765,-1.020656801,0.1858447776254072,0.12993259842781163,0.565230156,-0.124296592,0.9121367273941368,0.13192474619028952,1.250826578,0.504555733,False
11,Data/Raw/ADL/Train/adl-14-acc.csv,1.0306891785993377,0.17841136430772103,1.903563634,0.091887485,-0.06346437011920528,0.4303316741804911,0.404578039,-1.545846751,0.2850975612980133,0.1743788479860741,1.060697008,0.057972324000000006,0.8421457724602649,0.2914263651528861,1.6138905380000002,-0.1508263,False
12,Data/Raw/ADL/Train/adl-15-acc.csv,1.0314970017557472,0.12090116021983748,1.563075653,0.6625540670000001,-0.2585686484798851,0.5375583492994357,0.358642342,-1.192117318,0.10936516143678163,0.20971811334838442,0.443881309,-0.40064771200000004,0.6733007382212643,0.4637162737433892,1.536266579,-0.303617763,False
13,Data/Raw/ADL/Train/adl-16-acc.csv,1.0139343416350877,0.1317140629163155,1.433439058,0.562174441,-0.11783051491929825,0.4802399610903181,0.37804833200000004,-1.107860933,0.04134342032982457,0.2960205679287237,0.48269328899999997,-0.610920208,0.7740968713333333,0.33732573986672265,1.382492534,-0.082782513,False
14,Data/Raw/ADL/Train/adl-17-acc.csv,1.0239403751090226,0.15054460442332945,1.467012191,0.539639703,-0.10076265115789473,0.49036542959222845,0.396471739,-1.3483478180000001,0.14664663347744358,0.17358580703055457,0.64801267,-0.188164407,0.8340493805075188,0.27284149337589286,1.438499694,0.199709742,False
15,Data/Raw/ADL/Train/adl-18-acc.csv,1.016473001751958,0.11526278699391158,1.547724742,0.749489235,0.03035998048563969,0.32798564145245224,0.772309262,-1.179343755,0.20765441617493474,0.1529337709899597,0.590531637,-0.389102376,0.917674921530026,0.1724968114251318,1.458151329,0.245891085,False
16,Data/Raw/ADL/Train/adl-19-acc.csv,1.0141746252358974,0.09444800567368915,1.399832538,0.69079529,0.07889501658974359,0.358210328858264,0.812103823,-0.940085097,0.1878154642282051,0.17193692718869372,0.515364132,-0.23581962199999998,0.9049433126512819,0.14001566248169,1.326976665,0.5485262670000001,False
17,Data/Raw/ADL/Train/adl-20-acc.csv,1.0205711635926966,0.17085031276853166,1.720673451,0.406720783,0.08342500150842698,0.3295299631506447,0.9594910870000001,-0.972755941,0.24777551675280898,0.18834659845406007,0.8430551490000001,-0.155984854,0.9135700877808988,0.1553022488734948,1.282760485,0.281092317,False
