file_name,SVtotal_mean,SVtotal_stddev,SVtotal_max,SVtotal_min,Ax_mean,Ax_stddev,Ax_max,Ax_min,Ay_mean,Ay_stddev,Ay_max,Ay_min,Az_mean,Az_stddev,Az_max,Az_min,is_fall
Data/Raw/ADL/Train/adl-01-acc.csv,1.0280181813734939,0.15657971213174707,1.474426443,0.6974161720000001,0.034284803056224895,0.13019191950562362,0.38836544,-0.320321653,-0.35436377040963857,0.3323255594386856,0.126998692,-1.070031535,0.8866892763373494,0.20386620572948072,1.464292465,0.493010397,False
Data/Raw/ADL/Train/adl-02-acc.csv,1.018103440362776,0.15022688894854536,1.546876339,0.614151378,0.20398335309463725,0.2855133106346329,0.84403773,-0.234345749,-0.24568650965615146,0.25693060265846823,0.163599863,-1.0118135659999998,0.8685472559842272,0.2362125359091205,1.440464858,0.2989505,False
Data/Raw/ADL/Train/adl-03-acc.csv,1.0388079706794424,0.16186582242432918,1.771360438,0.6084250760000001,0.09139123030313588,0.1524676853710062,0.418334184,-0.219361378,-0.3216269120766551,0.23837819270815536,0.103908021,-0.8796563190000001,0.9387901093135887,0.1800821622809912,1.756610538,0.434792428,False
Data/Raw/ADL/Train/adl-04-acc.csv,1.0751988638347107,0.15746749393994236,1.5327827040000002,0.672452047,0.2658533297024793,0.3037622917081317,0.839861758,-0.145176455,-0.5333845599008264,0.3866531434639939,0.063622169,-1.152568403,0.5138110846280992,0.5675607496294848,1.500402345,-0.468691499,False
Data/Raw/ADL/Train/adl-05-acc.csv,1.0491075870707396,0.15603922898896688,1.541192193,0.692663038,0.2966938792926045,0.3114970830610784,0.969808195,-0.173180035,-0.4154369891832798,0.34092390780401804,0.143211291,-1.063153463,0.7212418657202572,0.36323839381528095,1.52545818,-0.017686471999999998,False
Data/Raw/ADL/Train/adl-06-acc.csv,1.04254216915,0.15884489068952695,1.549396162,0.549515492,0.08273338403947365,0.31162982649199306,0.760272636,-0.319584717,-0.3965796941894736,0.3679331881123837,0.07811525,-1.187941346,0.7294622330052632,0.429456912679483,1.5274233430000002,-0.359624924,False
Data/Raw/ADL/Train/adl-08-acc.csv,1.0232651458035087,0.13204951468438236,1.52882412,0.660887862,0.04947212960350875,0.1229376196286066,0.493747334,-0.298459209,-0.2838506316912281,0.3170187002516241,0.451496318,-1.3623496080000002,0.9107015931438596,0.1922817289889361,1.333363446,0.157950018,False
Data/Raw/ADL/Train/adl-09-acc.csv,1.0133220684538462,0.11858415427648625,1.432774886,0.6770450440000001,0.06650755796538461,0.13376852948493936,0.436266301,-0.152300173,-0.3483819207538462,0.3110924355498612,0.125279174,-1.063644753,0.8759291219730768,0.18352863605349454,1.386422861,0.430125165,False
Data/Raw/ADL/Train/adl-10-acc.csv,1.03617215714862,0.14891458014580392,1.57589719,0.646846947,0.1804998517622081,0.21111391350676792,0.70401983,-0.28298354600000003,-0.02191146888959664,0.6493074596976672,1.2161905709999998,-1.1896608640000002,0.6509301655583865,0.4173741199219526,1.529388507,-0.303372118,False
Data/Raw/ADL/Train/adl-11-acc.csv,1.028624216857143,0.13580452644816401,1.58172306,0.553654577,0.2905817945692964,0.3607791892422319,1.169763583,-0.183251498,-0.08591043332622599,0.436622430832706,0.8305272309999999,-1.109334805,0.7671858000191898,0.275906584522283,1.5682004859999998,0.014738726,False
